GPS Time (sec),day_index,Density_New (kg/m^3),Density_pre (kg/m³),F10.7_OBS,F10.7_OBS_CENTER81,AP,log_rho_true,log_rho_pre,log_rho_true_norm,log_rho_pre_norm,F10.7_OBS_norm,F10.7_OBS_CENTER81_norm,AP_norm
0.00000000e+00,29,1.13000000e-12,2.62323934e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19469216e+01,-1.15811621e+01,-8.17088527e-01,3.43573416e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.00000000e+01,29,1.12500000e-12,2.62416993e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19488475e+01,-1.15810080e+01,-8.27183898e-01,3.52240781e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.20000000e+02,29,1.18200000e-12,2.64156948e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19273825e+01,-1.15781380e+01,-7.14668023e-01,5.13733842e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.80000000e+02,29,1.22800000e-12,2.67384391e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19108016e+01,-1.15728639e+01,-6.27753633e-01,8.10490350e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.40000000e+02,29,1.28600000e-12,2.71917827e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18907590e+01,-1.15655623e+01,-5.22693503e-01,1.22133625e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.00000000e+02,29,1.30300000e-12,2.77574022e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18850556e+01,-1.15566212e+01,-4.92796940e-01,1.72443352e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.60000000e+02,29,1.41900000e-12,2.84097513e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18480176e+01,-1.15465326e+01,-2.98649741e-01,2.29209659e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.20000000e+02,29,1.50100000e-12,2.91061657e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18236193e+01,-1.15360150e+01,-1.70757750e-01,2.88389580e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.80000000e+02,29,1.55700000e-12,2.97833189e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18077114e+01,-1.15260269e+01,-8.73709618e-02,3.44590288e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.40000000e+02,29,1.62000000e-12,3.03499531e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17904850e+01,-1.15178420e+01,2.92709751e-03,3.90645020e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.00000000e+02,29,1.65800000e-12,3.07040657e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17804155e+01,-1.15128041e+01,5.57098761e-02,4.18991909e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.60000000e+02,29,1.59300000e-12,3.07551267e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17977842e+01,-1.15120825e+01,-3.53343510e-02,4.23052380e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
7.20000000e+02,29,1.49200000e-12,3.04465995e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18262312e+01,-1.15164612e+01,-1.84448752e-01,3.98414289e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
7.80000000e+02,29,1.40400000e-12,2.97758909e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18526329e+01,-1.15261352e+01,-3.22842345e-01,3.43980757e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
8.40000000e+02,29,1.24000000e-12,2.87988717e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19065783e+01,-1.15406245e+01,-6.05615670e-01,2.62452842e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
9.00000000e+02,29,1.13200000e-12,2.76111403e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19461536e+01,-1.15589157e+01,-8.13062880e-01,1.59532863e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
9.60000000e+02,29,1.03600000e-12,2.63290504e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19846402e+01,-1.15795648e+01,-1.01480389e+00,4.33448659e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.02000000e+03,29,8.95400000e-13,2.50616758e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20479829e+01,-1.16009899e+01,-1.34683607e+00,-7.72091698e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.08000000e+03,29,8.46800000e-13,2.38991441e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20722192e+01,-1.16216177e+01,-1.47387859e+00,-1.93276828e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.14000000e+03,29,8.36000000e-13,2.29027040e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20777937e+01,-1.16401132e+01,-1.50309961e+00,-2.97347240e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.20000000e+03,29,8.69300000e-13,2.21063680e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20608303e+01,-1.16554826e+01,-1.41418015e+00,-3.83827117e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.26000000e+03,29,9.49400000e-13,2.15226565e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20225508e+01,-1.16671041e+01,-1.21352485e+00,-4.49218746e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.32000000e+03,29,8.68300000e-13,2.11478671e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20613302e+01,-1.16747334e+01,-1.41680043e+00,-4.92147070e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.38000000e+03,29,8.41900000e-13,2.09689288e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20747395e+01,-1.16784238e+01,-1.48708981e+00,-5.12911689e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.44000000e+03,29,8.45100000e-13,2.09652634e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20730919e+01,-1.16784997e+01,-1.47845339e+00,-5.13338886e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.50000000e+03,29,9.30000000e-13,2.11152949e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20315171e+01,-1.16754028e+01,-1.26052466e+00,-4.95913753e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.56000000e+03,29,9.14800000e-13,2.13985564e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20386738e+01,-1.16696155e+01,-1.29803942e+00,-4.63349802e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.62000000e+03,29,1.03700000e-12,2.17985151e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19842212e+01,-1.16615731e+01,-1.01260755e+00,-4.18096874e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.68000000e+03,29,1.10400000e-12,2.23056716e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19570309e+01,-1.16515847e+01,-8.70080237e-01,-3.61894487e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.74000000e+03,29,1.06100000e-12,2.29164924e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19742846e+01,-1.16398519e+01,-9.60521333e-01,-2.95876484e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.80000000e+03,29,1.10500000e-12,2.36359331e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19566377e+01,-1.16264272e+01,-8.68019121e-01,-2.20339320e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.86000000e+03,29,1.18500000e-12,2.44750016e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19262816e+01,-1.16112773e+01,-7.08897418e-01,-1.35093887e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.92000000e+03,29,1.27900000e-12,2.54477748e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18931295e+01,-1.15943502e+01,-5.35118889e-01,-3.98490820e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
1.98000000e+03,29,1.33500000e-12,2.65666526e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18745187e+01,-1.15756632e+01,-4.37564448e-01,6.52985061e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.04000000e+03,29,1.35900000e-12,2.78413023e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18667805e+01,-1.15553105e+01,-3.97002082e-01,1.79818512e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.10000000e+03,29,1.48200000e-12,2.92726476e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18291518e+01,-1.15335380e+01,-1.99758175e-01,3.02327126e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.16000000e+03,29,1.60600000e-12,3.08533579e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17942545e+01,-1.15106976e+01,-1.68318836e-02,4.30844986e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.22000000e+03,29,1.62100000e-12,3.25677218e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17902170e+01,-1.14872126e+01,4.33191249e-03,5.62989351e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.28000000e+03,29,1.86900000e-12,3.43947775e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17283907e+01,-1.14635075e+01,3.28415473e-01,6.96372628e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.34000000e+03,29,1.76200000e-12,3.63064401e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17539941e+01,-1.14400163e+01,1.94206537e-01,8.28551999e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.40000000e+03,29,2.00300000e-12,3.82700642e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16983191e+01,-1.14171408e+01,4.86046268e-01,9.57267305e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.46000000e+03,29,2.03600000e-12,4.02441929e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16912222e+01,-1.13952968e+01,5.23246693e-01,1.08017864e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.52000000e+03,29,2.04900000e-12,4.21800420e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16884580e+01,-1.13748930e+01,5.37736110e-01,1.19498604e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.58000000e+03,29,2.02100000e-12,4.40221198e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16944337e+01,-1.13563290e+01,5.06412730e-01,1.29944108e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.64000000e+03,29,2.03200000e-12,4.57077056e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16920763e+01,-1.13400106e+01,5.18769794e-01,1.39126136e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.70000000e+03,29,2.01600000e-12,4.71835678e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16955095e+01,-1.13262092e+01,5.00773632e-01,1.46891841e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.76000000e+03,29,2.12200000e-12,4.84078578e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16732546e+01,-1.13150841e+01,6.17430025e-01,1.53151671e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.82000000e+03,29,2.26500000e-12,4.93635931e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16449318e+01,-1.13065932e+01,7.65893779e-01,1.57929305e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.88000000e+03,29,2.36000000e-12,5.00527240e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16270880e+01,-1.13005723e+01,8.59428122e-01,1.61317157e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
2.94000000e+03,29,2.27100000e-12,5.04921701e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16437829e+01,-1.12967760e+01,7.71916276e-01,1.63453259e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.00000000e+03,29,2.27600000e-12,5.07073840e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16428277e+01,-1.12949288e+01,7.76922881e-01,1.64492618e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.06000000e+03,29,2.33400000e-12,5.07166465e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16318991e+01,-1.12948495e+01,8.34208833e-01,1.64537251e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.12000000e+03,29,2.40900000e-12,5.05378507e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16181632e+01,-1.12963832e+01,9.06210489e-01,1.63674239e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.18000000e+03,29,2.40900000e-12,5.01948026e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16181632e+01,-1.12993412e+01,9.06210489e-01,1.62009831e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.24000000e+03,29,2.37400000e-12,4.97235112e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16245193e+01,-1.13034382e+01,8.72892900e-01,1.59704565e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.30000000e+03,29,2.42400000e-12,4.91770073e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16154674e+01,-1.13082379e+01,9.20341525e-01,1.57003888e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.36000000e+03,29,2.43700000e-12,4.86152178e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16131445e+01,-1.13132278e+01,9.32517869e-01,1.54196209e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.42000000e+03,29,2.37600000e-12,4.80851115e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16241536e+01,-1.13179894e+01,8.74809955e-01,1.51516962e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.48000000e+03,29,2.28100000e-12,4.76047163e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16418747e+01,-1.13223500e+01,7.81918500e-01,1.49063326e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.54000000e+03,29,2.30200000e-12,4.71502306e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16378947e+01,-1.13265162e+01,8.02781205e-01,1.46719124e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.60000000e+03,29,2.37500000e-12,4.66577845e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16243364e+01,-1.13310759e+01,8.73851629e-01,1.44153481e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.66000000e+03,29,2.25500000e-12,4.60399494e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16468535e+01,-1.13368652e+01,7.55820742e-01,1.40895989e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.72000000e+03,29,2.38200000e-12,4.52179663e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16230582e+01,-1.13446890e+01,8.80551453e-01,1.36493710e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.78000000e+03,29,2.31900000e-12,4.41467819e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.16346993e+01,-1.13551009e+01,8.19531138e-01,1.30635131e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.84000000e+03,29,1.99500000e-12,4.28449938e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17000571e+01,-1.13680999e+01,4.76935691e-01,1.23320912e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.90000000e+03,29,1.88600000e-12,4.13908812e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17244583e+01,-1.13830953e+01,3.49028420e-01,1.14883339e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
3.96000000e+03,29,1.97500000e-12,3.99021270e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17044329e+01,-1.13990040e+01,4.53998443e-01,1.05931921e+00,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.02000000e+03,29,1.71600000e-12,3.85080784e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17654827e+01,-1.14144482e+01,1.33985015e-01,9.72418263e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.08000000e+03,29,1.66400000e-12,3.73056741e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17788467e+01,-1.14282251e+01,6.39332539e-02,8.94898505e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.14000000e+03,29,1.60100000e-12,3.63416064e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17956087e+01,-1.14395959e+01,-2.39304319e-02,8.30917787e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.20000000e+03,29,1.70600000e-12,3.56101046e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17680210e+01,-1.14484268e+01,1.20679877e-01,7.81228511e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.26000000e+03,29,1.60900000e-12,3.50578179e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17934440e+01,-1.14552151e+01,-1.25833549e-02,7.43031922e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.32000000e+03,29,1.62200000e-12,3.46097255e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17899492e+01,-1.14608018e+01,5.73586110e-03,7.11596702e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.38000000e+03,29,1.52600000e-12,3.41963814e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18164455e+01,-1.14660198e+01,-1.33153614e-01,6.82236200e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.44000000e+03,29,1.60200000e-12,3.37693170e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17953375e+01,-1.14714777e+01,-2.25089503e-02,6.51525994e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.50000000e+03,29,1.51600000e-12,3.33131094e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18193008e+01,-1.14773848e+01,-1.48120812e-01,6.18288066e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.56000000e+03,29,1.39400000e-12,3.28400569e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18557372e+01,-1.14835961e+01,-3.39114770e-01,5.83338683e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.62000000e+03,29,1.30000000e-12,3.23796486e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18860566e+01,-1.14897279e+01,-4.98044355e-01,5.48836623e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.68000000e+03,29,1.29500000e-12,3.19616192e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18877302e+01,-1.14953712e+01,-5.06817016e-01,5.17082750e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.74000000e+03,29,1.14000000e-12,3.16033352e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19430951e+01,-1.15002671e+01,-7.97031105e-01,4.89534898e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.80000000e+03,29,1.36400000e-12,3.13021691e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18651856e+01,-1.15044256e+01,-3.88641798e-01,4.66136065e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.86000000e+03,29,1.22400000e-12,3.10393752e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19122186e+01,-1.15080870e+01,-6.35181055e-01,4.45533854e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.92000000e+03,29,1.07300000e-12,3.07789916e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19694003e+01,-1.15117456e+01,-9.34918409e-01,4.24947844e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
4.98000000e+03,29,1.09400000e-12,3.04850005e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19609827e+01,-1.15159138e+01,-8.90794689e-01,4.01494452e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.04000000e+03,29,1.04200000e-12,3.01249119e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19821323e+01,-1.15210742e+01,-1.00165754e+00,3.72457955e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.10000000e+03,29,1.07700000e-12,2.96822065e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19677843e+01,-1.15275038e+01,-9.26447692e-01,3.36280058e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.16000000e+03,29,1.12900000e-12,2.91631425e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19473061e+01,-1.15351657e+01,-8.19104023e-01,2.93168521e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.22000000e+03,29,1.11200000e-12,2.85952564e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19538952e+01,-1.15437060e+01,-8.53643323e-01,2.45114079e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.28000000e+03,29,1.16500000e-12,2.80233193e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19336741e+01,-1.15524804e+01,-7.47647334e-01,1.95742440e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.34000000e+03,29,1.32400000e-12,2.75025343e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18781120e+01,-1.15606273e+01,-4.56399854e-01,1.49901930e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.40000000e+03,29,1.37900000e-12,2.70825123e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18604357e+01,-1.15673111e+01,-3.63743600e-01,1.12293918e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.46000000e+03,29,1.46300000e-12,2.68009490e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18347557e+01,-1.15718498e+01,-2.29132810e-01,8.67552606e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.52000000e+03,29,1.49900000e-12,2.66777602e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18241984e+01,-1.15738506e+01,-1.73793087e-01,7.54971754e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.58000000e+03,29,1.55000000e-12,2.67162208e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18096683e+01,-1.15732250e+01,-9.76287958e-02,7.90176267e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.64000000e+03,29,1.56200000e-12,2.69077636e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18063190e+01,-1.15701224e+01,-8.00721334e-02,9.64751187e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.70000000e+03,29,1.61000000e-12,2.72365238e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17931741e+01,-1.15648483e+01,-1.11689389e-02,1.26151125e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.76000000e+03,29,1.67800000e-12,2.76854436e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17752080e+01,-1.15577485e+01,8.30063974e-02,1.66100118e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.82000000e+03,29,1.72600000e-12,2.82315129e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17629592e+01,-1.15492658e+01,1.47212842e-01,2.13830120e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.88000000e+03,29,1.67900000e-12,2.88435909e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.17749493e+01,-1.15399507e+01,8.43626695e-02,2.66244465e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
5.94000000e+03,29,1.57700000e-12,2.94702962e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18021683e+01,-1.15306155e+01,-5.83150140e-02,3.18771344e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.00000000e+03,29,1.52900000e-12,3.00398219e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18155925e+01,-1.15223026e+01,-1.28682577e-01,3.65545850e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.06000000e+03,29,1.52500000e-12,3.04618171e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18167302e+01,-1.15162442e+01,-1.34645914e-01,3.99635368e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.12000000e+03,29,1.55000000e-12,3.06405736e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18096683e+01,-1.15137031e+01,-9.76287958e-02,4.13933469e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.18000000e+03,29,1.38600000e-12,3.04983709e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.18582368e+01,-1.15157234e+01,-3.52216980e-01,4.02565990e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.24000000e+03,29,1.16800000e-12,2.99988067e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19325572e+01,-1.15228960e+01,-7.41792630e-01,3.62207072e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.30000000e+03,29,1.04400000e-12,2.91590016e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19812995e+01,-1.15352274e+01,-9.97292245e-01,2.92821516e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.36000000e+03,29,1.01200000e-12,2.80465585e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19948195e+01,-1.15521204e+01,-1.06816186e+00,1.97768090e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.42000000e+03,29,9.99600000e-13,2.67659208e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20001738e+01,-1.15724178e+01,-1.09622807e+00,8.35593505e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.48000000e+03,29,1.00600000e-12,2.54320589e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19974020e+01,-1.15946185e+01,-1.08169908e+00,-4.13586945e-02,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.54000000e+03,29,9.99100000e-13,2.41550457e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20003910e+01,-1.16169921e+01,-1.09736706e+00,-1.67250114e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.60000000e+03,29,9.96200000e-13,2.30194048e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.20016535e+01,-1.16379059e+01,-1.10398447e+00,-2.84927104e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
6.66000000e+03,29,1.04300000e-12,2.20843005e-12,8.67000000e+01,7.92000000e+01,1.80000000e+01,-1.19817157e+01,-1.16559164e+01,-9.99473848e-01,-3.86267718e-01,6.18737295e-01,-1.15986681e+00,7.96010824e-01
